id,code,description
16362,M33.1,Other dermatopolymyositis
16363,M33.10,Other dermatopolymyositis and organ involvement unspecified
16364,M33.11,Other dermatopolymyositis with respiratory involvement
16365,M33.12,Other dermatopolymyositis with myopathy
16366,M33.19,Other dermatopolymyositis with other organ involvement
16367,M33.2,Polymyositis
16368,M33.20,Polymyositis and organ involvement unspecified
16369,M33.21,Polymyositis with respiratory involvement
16370,M33.22,Polymyositis with myopathy
16371,M33.29,Polymyositis with other organ involvement
16372,M33.9,Dermatopolymyositis and unspecified
16373,M33.90,Dermatopolymyositis and unspecified and organ involvement unspecified
16374,M33.91,Dermatopolymyositis and unspecified with respiratory involvement
16375,M33.92,Dermatopolymyositis and unspecified with myopathy
16376,M33.99,Dermatopolymyositis and unspecified with other organ involvement
16377,M34.0,Progressive systemic sclerosis
16378,M34.1,CR(E)ST syndrome
16379,M34.2,Systemic sclerosis induced by drug and chemical
16380,M34.8,Other forms of systemic sclerosis
16381,M34.81,Systemic sclerosis with lung involvement
16382,M34.82,Systemic sclerosis with myopathy
16383,M34.83,Systemic sclerosis with polyneuropathy
16384,M34.89,Other systemic sclerosis
16385,M34.9,Systemic sclerosis and unspecified
16386,M35,Other systemic involvement of connective tissue
16387,M35.00,Sicca syndrome and unspecified
16388,M35.01,Sicca syndrome with keratoconjunctivitis
16389,M35.02,Sicca syndrome with lung involvement
16390,M35.03,Sicca syndrome with myopathy
16391,M35.04,Sicca syndrome with tubulo-interstitial nephropathy
16392,M35.09,Sicca syndrome with other organ involvement
16393,M35.1,Other overlap syndromes
16394,M35.3,Polymyalgia rheumatica
16395,M35.4,Diffuse (eosinophilic) fasciitis
16396,M35.5,Multifocal fibrosclerosis
16397,M35.7,Hypermobility syndrome
16398,M35.8,Other specified systemic involvement of connective tissue
16399,M35.9,Systemic involvement of connective tissue and unspecified
16400,M36,Systemic disorders of connective tissue in diseases classified elsewhere
16401,M36.0,Dermato(poly)myositis in neoplastic disease
16402,M36.1,Arthropathy in neoplastic disease
16403,M36.2,Hemophilic arthropathy
16404,M36.3,Arthropathy in other blood disorders
16405,M36.4,Arthropathy in hypersensitivity reactions classified elsewhere
16406,M36.8,Systemic disorders of connective tissue in other diseases classified elsewhere
16407,M40,Kyphosis and lordosis
16408,M40.0,Postural kyphosis
16409,M40.00,Postural kyphosis and site unspecified
16410,M40.03,Postural kyphosis and cervicothoracic region
16411,M40.04,Postural kyphosis and thoracic region
16412,M40.05,Postural kyphosis and thoracolumbar region
16413,M40.1,Other secondary kyphosis
16414,M40.10,Other secondary kyphosis and site unspecified
16415,M40.12,Other secondary kyphosis and cervical region
16416,M40.13,Other secondary kyphosis and cervicothoracic region
16417,M40.14,Other secondary kyphosis and thoracic region
16418,M40.15,Other secondary kyphosis and thoracolumbar region
16419,M40.2,Other and unspecified kyphosis
16420,M40.20,Unspecified kyphosis
16421,M40.202,Unspecified kyphosis and cervical region
16422,M40.203,Unspecified kyphosis and cervicothoracic region
16423,M40.204,Unspecified kyphosis and thoracic region
16424,M40.205,Unspecified kyphosis and thoracolumbar region
16425,M40.209,Unspecified kyphosis and site unspecified
16426,M40.29,Other kyphosis
16427,M40.292,Other kyphosis and cervical region
16428,M40.293,Other kyphosis and cervicothoracic region
16429,M40.294,Other kyphosis and thoracic region
16430,M40.295,Other kyphosis and thoracolumbar region
16431,M40.299,Other kyphosis and site unspecified
16432,M40.3,Flatback syndrome
16433,M40.30,Flatback syndrome and site unspecified
16434,M40.35,Flatback syndrome and thoracolumbar region
16435,M40.36,Flatback syndrome and lumbar region
16436,M40.37,Flatback syndrome and lumbosacral region
16437,M40.4,Postural lordosis
16438,M40.40,Postural lordosis and site unspecified
16439,M40.45,Postural lordosis and thoracolumbar region
16440,M40.46,Postural lordosis and lumbar region
16441,M40.47,Postural lordosis and lumbosacral region
16442,M40.5,Lordosis and unspecified
16443,M40.50,Lordosis and unspecified and site unspecified
16444,M40.55,Lordosis and unspecified and thoracolumbar region
16445,M40.56,Lordosis and unspecified and lumbar region
16446,M40.57,Lordosis and unspecified and lumbosacral region
16447,M41,Scoliosis
16448,M41.0,Infantile idiopathic scoliosis
16449,M41.00,Infantile idiopathic scoliosis and site unspecified
16450,M41.02,Infantile idiopathic scoliosis and cervical region
16451,M41.03,Infantile idiopathic scoliosis and cervicothoracic region
16452,M41.04,Infantile idiopathic scoliosis and thoracic region
16453,M41.05,Infantile idiopathic scoliosis and thoracolumbar region
16454,M41.06,Infantile idiopathic scoliosis and lumbar region
16455,M41.07,Infantile idiopathic scoliosis and lumbosacral region
16456,M41.08,Infantile idiopathic scoliosis and sacral and sacrococcygeal region
16457,M41.1,Juvenile and adolescent idiopathic scoliosis
16458,M41.11,Juvenile idiopathic scoliosis
16459,M41.112,Juvenile idiopathic scoliosis and cervical region
16460,M41.113,Juvenile idiopathic scoliosis and cervicothoracic region
16461,M41.114,Juvenile idiopathic scoliosis and thoracic region
16462,M41.115,Juvenile idiopathic scoliosis and thoracolumbar region
16463,M41.116,Juvenile idiopathic scoliosis and lumbar region
16464,M41.117,Juvenile idiopathic scoliosis and lumbosacral region
16465,M41.119,Juvenile idiopathic scoliosis and site unspecified
16466,M41.12,Adolescent scoliosis
16467,M41.122,Adolescent idiopathic scoliosis and cervical region
16468,M41.123,Adolescent idiopathic scoliosis and cervicothoracic region
16469,M41.124,Adolescent idiopathic scoliosis and thoracic region
16470,M41.125,Adolescent idiopathic scoliosis and thoracolumbar region
16471,M41.126,Adolescent idiopathic scoliosis and lumbar region
16472,M41.127,Adolescent idiopathic scoliosis and lumbosacral region
16473,M41.129,Adolescent idiopathic scoliosis and site unspecified
16474,M41.2,Other idiopathic scoliosis
16475,M41.20,Other idiopathic scoliosis and site unspecified
16476,M41.22,Other idiopathic scoliosis and cervical region
16477,M41.23,Other idiopathic scoliosis and cervicothoracic region
16478,M41.24,Other idiopathic scoliosis and thoracic region
16479,M41.25,Other idiopathic scoliosis and thoracolumbar region
16480,M41.26,Other idiopathic scoliosis and lumbar region
16481,M41.27,Other idiopathic scoliosis and lumbosacral region
16482,M41.3,Thoracogenic scoliosis
16483,M41.30,Thoracogenic scoliosis and site unspecified
16484,M41.34,Thoracogenic scoliosis and thoracic region
16485,M41.35,Thoracogenic scoliosis and thoracolumbar region
16486,M41.4,Neuromuscular scoliosis
16487,M41.40,Neuromuscular scoliosis and site unspecified
16488,M41.41,Neuromuscular scoliosis and occipito-atlanto-axial region
16489,M41.42,Neuromuscular scoliosis and cervical region
16490,M41.43,Neuromuscular scoliosis and cervicothoracic region
16491,M41.44,Neuromuscular scoliosis and thoracic region
16492,M41.45,Neuromuscular scoliosis and thoracolumbar region
16493,M41.46,Neuromuscular scoliosis and lumbar region
16494,M41.47,Neuromuscular scoliosis and lumbosacral region
16495,M41.5,Other secondary scoliosis
16496,M41.50,Other secondary scoliosis and site unspecified
16497,M41.52,Other secondary scoliosis and cervical region
16498,M41.53,Other secondary scoliosis and cervicothoracic region
16499,M41.54,Other secondary scoliosis and thoracic region
16500,M41.55,Other secondary scoliosis and thoracolumbar region
16501,M41.56,Other secondary scoliosis and lumbar region
16502,M41.57,Other secondary scoliosis and lumbosacral region
16503,M41.8,Other forms of scoliosis
16504,M41.80,Other forms of scoliosis and site unspecified
16505,M41.82,Other forms of scoliosis and cervical region
16506,M41.83,Other forms of scoliosis and cervicothoracic region
16507,M41.84,Other forms of scoliosis and thoracic region
16508,M41.85,Other forms of scoliosis and thoracolumbar region
16509,M41.86,Other forms of scoliosis and lumbar region
16510,M41.87,Other forms of scoliosis and lumbosacral region
16511,M41.9,Scoliosis and unspecified
16512,M42,Spinal osteochondrosis
16513,M42.0,Juvenile osteochondrosis of spine
16514,M42.00,Juvenile osteochondrosis of spine and site unspecified
16515,M42.01,Juvenile osteochondrosis of spine and occipito-atlanto-axial region
16516,M42.02,Juvenile osteochondrosis of spine and cervical region
16517,M42.03,Juvenile osteochondrosis of spine and cervicothoracic region
16518,M42.04,Juvenile osteochondrosis of spine and thoracic region
16519,M42.05,Juvenile osteochondrosis of spine and thoracolumbar region
16520,M42.06,Juvenile osteochondrosis of spine and lumbar region
16521,M42.07,Juvenile osteochondrosis of spine and lumbosacral region
16522,M42.08,Juvenile osteochondrosis of spine and sacral and sacrococcygeal region
16523,M42.09,Juvenile osteochondrosis of spine and multiple sites in spine
16524,M42.1,Adult osteochondrosis of spine
16525,M42.10,Adult osteochondrosis of spine and site unspecified
16526,M42.11,Adult osteochondrosis of spine and occipito-atlanto-axial region
16527,M42.12,Adult osteochondrosis of spine and cervical region
16528,M42.13,Adult osteochondrosis of spine and cervicothoracic region
16529,M42.14,Adult osteochondrosis of spine and thoracic region
16530,M42.15,Adult osteochondrosis of spine and thoracolumbar region
16531,M42.16,Adult osteochondrosis of spine and lumbar region
16532,M42.17,Adult osteochondrosis of spine and lumbosacral region
16533,M42.18,Adult osteochondrosis of spine and sacral and sacrococcygeal region
16534,M42.19,Adult osteochondrosis of spine and multiple sites in spine
16535,M42.9,Spinal osteochondrosis and unspecified
16536,M43,Other deforming dorsopathies
16537,M43.0,Spondylolysis
16538,M43.00,Spondylolysis and site unspecified
16539,M43.01,Spondylolysis and occipito-atlanto-axial region
16540,M43.02,Spondylolysis and cervical region
16541,M43.03,Spondylolysis and cervicothoracic region
16542,M43.04,Spondylolysis and thoracic region
16543,M43.05,Spondylolysis and thoracolumbar region
16544,M43.06,Spondylolysis and lumbar region
16545,M43.07,Spondylolysis and lumbosacral region
16546,M43.08,Spondylolysis and sacral and sacrococcygeal region
16547,M43.09,Spondylolysis and multiple sites in spine
16548,M43.1,Spondylolisthesis
16549,M43.10,Spondylolisthesis and site unspecified
16550,M43.11,Spondylolisthesis and occipito-atlanto-axial region
16551,M43.12,Spondylolisthesis and cervical region
16552,M43.13,Spondylolisthesis and cervicothoracic region
16553,M43.14,Spondylolisthesis and thoracic region
16554,M43.15,Spondylolisthesis and thoracolumbar region
16555,M43.16,Spondylolisthesis and lumbar region
16556,M43.17,Spondylolisthesis and lumbosacral region
16557,M43.18,Spondylolisthesis and sacral and sacrococcygeal region
16558,M43.19,Spondylolisthesis and multiple sites in spine
16559,M43.2,Fusion of spine
16560,M43.20,Fusion of spine and site unspecified
16561,M43.21,Fusion of spine and occipito-atlanto-axial region
16562,M43.22,Fusion of spine and cervical region
16563,M43.23,Fusion of spine and cervicothoracic region
16564,M43.24,Fusion of spine and thoracic region
16565,M43.25,Fusion of spine and thoracolumbar region
16566,M43.26,Fusion of spine and lumbar region
16567,M43.27,Fusion of spine and lumbosacral region
16568,M43.28,Fusion of spine and sacral and sacrococcygeal region
16569,M43.3,Recurrent atlantoaxial dislocation with myelopathy
16570,M43.4,Other recurrent atlantoaxial dislocation
16571,M43.5,Other recurrent vertebral dislocation
16572,M43.5X,Other recurrent vertebral dislocation
16573,M43.5X2,Other recurrent vertebral dislocation and cervical region
16574,M43.5X3,Other recurrent vertebral dislocation and cervicothoracic region
16575,M43.5X4,Other recurrent vertebral dislocation and thoracic region
16576,M43.5X5,Other recurrent vertebral dislocation and thoracolumbar region
16577,M43.5X6,Other recurrent vertebral dislocation and lumbar region
16578,M43.5X7,Other recurrent vertebral dislocation and lumbosacral region
16579,M43.5X8,Other recurrent vertebral dislocation and sacral and sacrococcygeal region
16580,M43.5X9,Other recurrent vertebral dislocation and site unspecified
16581,M43.6,Torticollis
16582,M43.8,Other specified deforming dorsopathies
16583,M43.8X,Other specified deforming dorsopathies
16584,M43.8X1,Other specified deforming dorsopathies and occipito-atlanto-axial region
16585,M43.8X2,Other specified deforming dorsopathies and cervical region
16586,M43.8X3,Other specified deforming dorsopathies and cervicothoracic region
16587,M43.8X4,Other specified deforming dorsopathies and thoracic region
16588,M43.8X5,Other specified deforming dorsopathies and thoracolumbar region
16589,M43.8X6,Other specified deforming dorsopathies and lumbar region
