id,code,description
7070,5595-4,Beryllium [Mass/volume] in Urine,
7071,27561-0,Skilled nursing treatment plan or Continuation status,
7072,29247-4,Sirolimus [Mass/volume] in Blood,
7073,66032-4,Negative formal thought disorder [PhenX],
7074,70528-5,I get tired easily in the past 7 days [FACIT],
7075,49407-0,Herpes virus 8 DNA [#/volume] (viral load) in Cerebral spinal fluid by Probe and target amplification method,
7076,43418-3,Stem cell product given [Volume],
7077,56932-7,Hydrogen/Expired gas [Volume Fraction] in Exhaled gas --1 hour post dose lactulose,
7078,14906-2,Rh [Type] in Cord blood,
7079,30780-1,Finger second X-ray,
7080,36909-0,G0+G1 phase cells/100 cells in Blood,
7081,5309-0,Rickettsia spotted fever group Ab [Units/volume] in Serum by Immunoassay,
7082,41209-8,VWF gene p.R854Q [Presence] in Blood or Tissue by Molecular genetics method,
7083,55890-8,Hydroxylysine/Amino acids.total in Hair,
7084,53699-5,Fetal Radius.diaphysis - right [Length] US,
7085,23850-1,Creosol [Mass/volume] in Urine,
7086,37588-1,Aortic arch and Carotid artery.common - bilateral Fluoroscopic angiogram W contrast IA,
7087,14166-3,Methane [Mass/volume] in Blood,
7088,15724-8,Garlic IgE Ab RAST class [Presence] in Serum,
7089,51023-0,Cytoplasmic CD117 blasts/100 cells in Blood,
7090,31859-2,Influenza virus A Ag [Presence] in Unspecified specimen,
7091,35975-2,Lower extremity - bilateral MRI,
7092,45730-9,Stability of conditions - none of above [Minimum Data Set],
7093,31716-4,African swine fever virus Ag [Presence] in Unspecified specimen,
7094,51254-1,CD16+CD56+ cells/100 cells in Cerebral spinal fluid,
7095,69605-4,Rolling over - confidence - score change [OPTIMAL],
7096,36453-9,Lower extremity - left MRI WO contrast,
7097,73523-3,Ampicillin induced platelet IgG Ab [Presence] in Serum or Plasma by Flow cytometry (FC),
7098,60646-7,Subnasale to stomion [Length] Skull X-ray measured,
7099,48492-3,Breast implant - bilateral Mammogram screening,
7100,39688-7,Scan W GA-67 IV,
7101,41620-6,Xylose [Moles/volume] in Urine --5 hours post 5 g xylose PO,
7102,55427-9,Seizure disorder tracking panel,
7103,31598-6,Rickettsia honei Ab [Units/volume] in Serum,
7104,30821-3,Carotid artery.external Fluoroscopic angiogram W contrast IA,
7105,34192-5,Beta galactosidase [Presence] in Amniotic fluid cells,
7106,24535-7,Acetabulum X-ray,
7107,6350-3,Chlamydia trachomatis Ag [Presence] in Conjunctival specimen by Immunoassay,
7108,60445-4,HEDIS 2011 Codes to identify exclusions (CHL-D),
7109,112-3,Cefotetan [Susceptibility] by Minimum inhibitory concentration (MIC),
7110,38330-7,Toxaphene [Mass/volume] in Water,
7111,12746-4,Insulin [Mass/volume] in Serum or Plasma --9th specimen post XXX challenge,
7112,51636-9,Immature reticulocytes [#/volume] in Blood,
7113,57137-2,Endocrinology Referral note,
7114,17792-3,Sjogrens syndrome-A extractable nuclear Ab [Units/volume] in Serum,
7115,4289-5,Insulin ultralente [Mass] of Dose,
7116,21073-2,Apricot IgG Ab RAST class [Presence] in Serum,
7117,19777-2,Indications Endoscopy,
7118,68386-2,Glomerular basement membrane IgG Ab [Presence] in Serum by Immunoassay,
7119,13170-6,Immune complex [Units/volume] in Serum or Plasma by Conglutinin assay,
7120,16974-8,HIV 1 Ab [Presence] in Cerebral spinal fluid,
7121,31040-9,Gatifloxacin [Susceptibility] by Disk diffusion (KB),
7122,37356-3,Spine Lumbar and Sacrum and Coccyx X-ray 5 views,
7123,44204-6,Fluoroscopy Guidance for percutaneous needle biopsy of Lung,
7124,71189-5,I am worried about how thin I am in the past 7 days [FACIT],
7125,7949-1,Legionella pneumophila 2 Ab [Titer] in Serum by Immunofluorescence,
7126,23654-7,Aflatoxin [Mass/mass] in Feed,
7127,15174-6,Cryocrit of Serum by Spun Westergren,
7128,68264-1,I could move on rough or uneven surfaces like lawns or gravel driveway using a wheelchair in the past 7 days [NeuroQol.Peds],
7129,58413-6,Nucleated erythrocytes/100 leukocytes [Ratio] in Blood by Automated count,
7130,17813-7,Alpha 2 globulin/Protein.total in unspecified time Urine by Electrophoresis,
7131,38235-8,CD3+TCR gamma delta+ cells [#/volume] in Blood,
7132,18978-7,Roxithromycin [Susceptibility],
7133,18128-9,Left ventricular lateral apical Segmental wall motion by US,
7134,7478-1,Coastal Maple IgE Ab [Units/volume] in Serum,
7135,73661-1,Methadone panel - Saliva (oral fluid) by Screen method,
7136,10225-1,Cardiac measurement device Institution inventory number,
7137,39196-1,Lead (exposure to) screen finding recency CPHS,
7138,64344-5,Incenter patients who discontinued dialysis population #,
7139,74997-8,Alpha 1 antitrypsin [Mass/mass] in Stool.dried,
7140,26404-4,Alternaria alternata IgG4 Ab RAST class [Presence] in Serum,
7141,74256-9,HEDIS 2014 Value Set - Serum Creatinine,
7142,52762-2,Intrinsic coagulation system thromboelastography panel - Blood,
7143,47820-6,3-Hydroxyvalerate [Moles/volume] in Plasma,
7144,53560-9,Herpes simplex virus IgM Ab [Units/volume] in Serum by Immunoassay,
7145,13978-2,Alpha 1 globulin/Protein.total in Serum or Plasma by Electrophoresis,
7146,41841-8,Coxiella burnetii phase 1 and 2 IgM panel [Titer] - Serum,
7147,41919-2,Heart rate device Vendor software version,
7148,59506-6,Collaborative staging site-specific factor 24 Cancer,
7149,14137-4,Glucose [Mass/volume] in Serum or Plasma --5.5 hours post 75 g glucose PO,
7150,66404-5,Travelled to country 4 years ago [PhenX],
7151,73618-1,Marbofloxacin [Susceptibility] by Minimum inhibitory concentration (MIC),
7152,5729-9,Silicate [Mass/volume] in Serum or Plasma,
7153,38854-6,Breast - left Mammogram magnification and spot,
7154,671-8,Microscopic observation [Identifier] in Unspecified specimen by Methylene blue stain.Loeffler,
7155,59292-3,Levamisole [Mass/volume] in Body fluid,
7156,30247-1,Cytomegalovirus DNA [#/volume] (viral load) in Serum or Plasma by Probe and target amplification method,
7157,590-0,Legionella sp identified in Sputum by Organism specific culture,
7158,69620-3,Kneeling - difficulty - score change [OPTIMAL],
7159,27136-1,Opiates [Presence] in Vitreous fluid,
7160,35440-7,HIV 1 gp160 Ab [Presence] in Saliva (oral fluid) by Immunoblot (IB),
7161,60451-2,HEDIS 2011-2013 Tests used in early prenatal care - Herpes simplex (PPC-C),
7162,54976-6,Ulcer care provided in last 7 days [MDSv3],
7163,42189-1,CD3+CD16+CD56+ cells/100 cells in Blood,
7164,49330-4,Renin [Enzymatic activity/volume] in Plasma --3 hours post XXX challenge,
7165,23629-9,Para aminosalicylate [Susceptibility],
7166,45787-9,Skin desensitized to pain or pressure [Minimum Data Set],
7167,53925-4,Chlamydia trachomatis rRNA [Presence] in Urethra by Probe and target amplification method,
7168,18706-2,ED referring practitioner identifier,
7169,71056-6,Compared to what you expected or how do you rate the effectiveness of the treatment so far [FACIT],
7170,73003-6,Levofloxacin induced neutrophil IgM Ab [Presence] in Serum or Plasma by Flow cytometry (FC),
7171,3872-9,Nortriptyline [Mass/volume] in Serum or Plasma,
7172,45764-8,Number of days with at least 15 minutes of physical therapy in the last 7 days [Minimum Data Set],
7173,59497-8,Collaborative staging site-specific factor 15 Cancer,
7174,46981-7,Silicon [Mass/volume] in Urine,
7175,27987-7,Thyroxine (T4) free [Units/volume] in Serum or Plasma --baseline,
7176,45979-2,ADL patterns Set,
7177,71061-6,Would you recommend this treatment to others with your illness [FACIT],
7178,39201-9,Nutrition screen results indicator CPHS,
7179,6106-9,Egg white IgE Ab [Units/volume] in Serum,
7180,4184-8,Cilastatin [Mass] of Dose,
7181,57690-0,Cortisol [Mass/volume] in Saliva (oral fluid) --10th specimen,
7182,41960-6,Type of HbA1c measurement device,
7183,15461-7,Bovine leukemia virus Ab [Presence] in Serum by Immune diffusion (ID),
7184,47850-3,Cortisol [Mass/volume] in Serum or Plasma --post dose corticotropin,
7185,30354-5,Hemoglobin [Mass/volume] in Arterial cord blood,
7186,23217-3,Lumpy skin disease virus Ab [Titer] in Serum,
7187,33911-9,Complement C1r actual/normal in Serum or Plasma,
7188,40235-4,Calcium [Moles/volume] in Serum or Plasma --5 hours post XXX challenge,
7189,41075-3,NPHS1 gene mutations found [Identifier] in Blood or Tissue by Molecular genetics method Nominal,
7190,13178-9,Wasp venom IgG Ab [Units/volume] in Serum,
7191,67802-9,EMS procedures Narrative NEMSIS,
7192,51916-5,Herpes simplex virus 1 IgG Ab [Presence] in Serum by Immunoassay,
7193,54383-5,Cytochrome C oxidase [Enzymatic activity/mass] in Fibroblast,
7194,43747-5,OCA2 gene mutations found [Identifier] in Blood or Tissue by Molecular genetics method Nominal,
7195,24860-9,Pancreatic artery Fluoroscopic angiogram W contrast IA,
7196,23005-2,Classical swine fever virus Ag [Presence] in Tissue by Immunofluorescence,
7197,32298-2,Amylase [Enzymatic activity/volume] in Unspecified specimen,
7198,49112-6,Borna disease virus Ab [Units/volume] in Serum,
7199,19198-1,Prostate specific Ag [Units/volume] in Semen,
7200,61359-6,Patient Anesthesia consent,
7201,69438-0,Referral note Forensic medicine,
7202,37414-0,Lower extremity veins - bilateral Fluoroscopic angiogram W contrast IV,
7203,33301-3,Norchlordiazepoxide [Presence] in Urine by Screen method,
7204,32713-0,Potassium [Moles/volume] in Arterial blood,
7205,47221-7,Cholesterol in HDL 1+2 [Mass/volume] in Serum or Plasma,
7206,46069-1,Discharge potential Set,
7207,7844-4,Taenia solium larva IgA Ab [Presence] in Cerebral spinal fluid,
7208,5566-5,Acetone [Presence] in Exhaled gas,
7209,74875-6,Alloisoleucine [Moles/volume] in Dried blood spot --post therapeutic diet,
7210,12320-8,Thiothixene [Presence] in Urine,
7211,37186-4,Elbow Fluoroscopy W contrast intraarticular,
7212,30186-1,Dust Allergen Mix A (Cockroach+American house dust mite+European house dust mite+House dust Greer) IgE Ab [Units/volume] in Serum by Multidisk,
7213,45467-8,Other legal oversight [Minimum Data Set],
7214,58286-6,Pulmonary embolism diagnosis based on,
7215,47434-6,Epstein Barr virus early diffuse Ab [Presence] in Serum,
7216,30773-6,Spine Lumbar X-ray Single view,
7217,30620-9,Spine Lumbar CT WO contrast,
7218,14799-1,Iron [Moles/time] in 24 hour Urine,
7219,69285-5,Umbilical artery US.doppler,
7220,21675-4,FGFR2 gene mutations tested for in Blood or Tissue by Molecular genetics method Nominal,
7221,71271-1,My child has trouble writing with a pen or pencil in the past 7 days [FACIT],
7222,28721-9,Add 1 binocular Eye Phoropter,
7223,57038-2,Chromosome 12 aneuploidy in Amniotic fluid by Fluorescent in situ hybridization (FISH) Nominal,
7224,6309-9,Arbovirus identified in Blood by Organism specific culture,
7225,31926-9,Parainfluenza virus 2 Ag [Presence] in Unspecified specimen,
7226,15008-6,3-Alpha-Androstanediol glucuronide [Moles/volume] in Serum,
7227,35316-9,Lipase [Enzymatic activity/volume] in Body fluid --2nd specimen post Sincalide,
7228,21951-9,Reason for no chemotherapy treatment Cancer,
7229,44591-6,IgD [Presence] in Urine by Immunofixation,
7230,58151-2,Prior assessment Brief Interview for Mental Status (BIMS) summary score [MDSv3],
7231,7997-0,Rickettsia spotted fever group Ab [Units/volume] in Serum,
7232,67506-6,CPR prior to EMS arrival NEMSIS,
7233,33031-6,Sodium urate crystals [#/area] in Urine sediment by Microscopy low power field,
7234,46644-1,No exertional limitations [RFC],
7235,57820-3,HEDIS 2010 panel,
7236,46313-3,Pelvis CT W and WO reduced contrast volume IV,
7237,63500-3,Current city [PhenX],
7238,64497-1,Where are you completing this questionnaire [Location] [PhenX],
7239,74908-5,3-ketoacyl-CoA thiolase [Enzymatic activity/mass] in Fibroblast,
7240,54930-3,Fava bean IgE Ab [Units/volume] in Serum,
7241,3844-8,Nandrolone [Mass/volume] in Urine,
7242,22444-4,Plasmodium vivax Ab [Titer] in Serum,
7243,12359-6,Benzodiazepines [Presence] in Stool,
7244,56525-9,5-Hydroxytryptophan [Mass/volume] in Urine,
7245,54877-6,Dental status - none of the above in last 7 days [MDSv3],
7246,19904-2,Carbon dioxide [Partial pressure] in Capillary blood by Transcutaneous CO2 monitor --pre bronchodilation,
7247,9750-1,Coxsackievirus A10 Ab [Titer] in Serum by Complement fixation,
7248,57195-0,Patient/caregiver drug education intervention [OASIS],
7249,46518-7,Other diagnosis 3: severity rating [OASIS],
7250,1653-5,1-Methylhistidine [Mass/volume] in Urine,
7251,31269-4,Borrelia burgdorferi IgM Ab [Presence] in Body fluid,
7252,17527-3,Retinol Free [Mass/volume] in Serum or Plasma,
7253,21528-5,Sole IgG Ab RAST class [Presence] in Serum,
7254,31750-3,Bovine inner ear Ag [Presence] in Serum or Plasma,
7255,27406-8,Deprecated Streptococcus pneumoniae 19 IgG Ab [Mass/volume] in Serum,
7256,33432-6,Minumum expired volume setting Ventilator alarm,
7257,6859-3,Tobacco IgE Ab [Units/volume] in Serum,
7258,52052-8,Osteogenesis stimulators,
7259,20357-0,Region of interest Gradient 2 [Pressure] by US.doppler,
7260,48556-5,Erythrocytes.fetal/1000 erythrocytes [Ratio] in Blood by Kleihauer-Betke method,
7261,72373-4,Virus identified in Nasopharynx by Culture,
7262,7142-3,Yellow Bean IgG Ab [Units/volume] in Serum,
7263,44808-4,Histoplasma capsulatum H Ab band pattern [interpretation] in Serum by Immunoblot (IB),
7264,51578-3,Chlamydia trachomatis DNA [Presence] in Semen by Probe and target amplification method,
7265,35015-7,Neutrophils.band form [#/volume] in Cerebral spinal fluid,
7266,23272-8,Mycoplasma capricolum ss capripneumonia rRNA [Presence] in Unspecified specimen by Probe and target amplification method,
7267,47426-2,Aspergillus nidulans H Ab [Presence] in Serum,
7268,32891-4,Root palpation location [Identifier] Tooth,
7269,41474-8,Diethylcarbamazepine [Mass/volume] in Dried blood spot,
7270,59968-8,Strychnine [Moles/volume] in Serum or Plasma,
7271,40561-3,Cytokeratin Cam5.2 Ag [Presence] in Tissue by Immune stain,
7272,61721-7,When I was in pain I appeared upset or sad in past 7 days [PROMIS],
7273,12613-6,Glucose [Mass/volume] in Dialysis fluid --4 hour specimen,
7274,33602-4,Myelin associated glycoprotein IgG Ab [Titer] in Serum,
7275,26377-2,Administration of vasodilator into catheter of Vein - left,
7276,46046-9,Skin condition section,
7277,75027-3,Mesoporphyrin/Porphyrins.total in Stool,
7278,3071-8,Deprecated Tryptophan [Mass/volume] in Serum or Plasma,
7279,27846-5,Somatotropin [Mass/volume] in Serum or Plasma --24th specimen post XXX challenge,
7280,60947-9,Deprecated Peak expiratory flow Airway,
7281,16471-5,Blastomyces dermatitidis Ab [Units/volume] in Serum,
7282,28121-2,Immunologic alteration [CCC],
7283,57121-6,Type of client Nursing unit [NMMDS],
7284,44767-2,Relationship of subject to patient,
7285,72242-1,Toes - left MRI WO contrast,
7286,1242-7,M NOS Ag [Presence] on Red Blood Cells from donor,
7287,22738-9,Urea [Moles/volume] in Unspecified specimen,
7288,67606-4,If a group of neighborhood children were skipping school and hanging out on a street corner or how likely is that your neighbors would do something about it [PhenX],
7289,21971-7,2nd course treatment Cancer Rx,
7290,30064-0,Valine/Creatinine [Ratio] in Urine,
7291,42888-8,CD79b cells/100 cells in Body fluid,
7292,28246-7,Antepartum/postpartum.behavior [OMAHA],
7293,11572-5,Rheumatoid factor [Units/volume] in Serum or Plasma,
7294,59081-0,Heart valve Peak A wave by US,
7295,2738-3,Pepsinogen II [Mass/volume] in Serum or Plasma,
7296,20947-8,Retinol [Mass/mass] in Feed,
7297,36756-5,Hand - bilateral X-ray PA and lateral and oblique,
7298,42779-9,BRCA2 Ag [Presence] in Tissue by Immune stain,
7299,31833-7,Haemophilus influenzae A Ag [Presence] in Unspecified specimen,
7300,48816-3,Staphylococcus aureus Panton-Valentine leukocidin gene [Presence] in Unspecified specimen by Probe and target amplification method,
7301,39826-3,Bone marrow Scan whole body,
7302,23032-6,Duck enteritis virus Ag [Presence] in Unspecified specimen by Agglutination,
7303,50694-9,Rubella virus Ab [Titer] in Serum by Hemagglutination inhibition,
7304,64927-7,I feel scared when I have to fly in an airplane [PhenX],
7305,44663-3,T classification in Breast tumor by CAP cancer protocols,
7306,17651-1,Streptococcus pneumoniae IgG Ab [Units/volume] in Serum by Immunoassay --2nd specimen,
7307,323-6,Methicillin [Susceptibility] by Minimum inhibitory concentration (MIC),
7308,37878-6,Spine X-ray lateral crosstable,
7309,11272-2,Erythrocyte mean corpuscular volume [Entitic volume] in Cord blood by Automated count,
7310,18457-2,Tetradecenoylcarnitine (C14:1) [Mass/volume] in Serum or Plasma,
7311,44024-8,Boldenone [Presence] in Unspecified specimen,
7312,55410-5,Deprecated Exercise type,
7313,2747-4,pH of Cerebral spinal fluid,
7314,36265-7,Uterus MRI W contrast IV,
7315,73143-0,Sucralfate induced platelet IgG Ab [Presence] in Serum or Plasma by Flow cytometry (FC),
7316,47153-2,Epinephrine [Moles/volume] in Plasma --pre 300 ug clonidine PO,
7317,56888-1,HIV 1+2 Ab+HIV1 p24 Ag [Presence] in Serum by Immunoassay,
7318,36506-4,Knee - bilateral MRI WO contrast,
